Temperature_LivingRoom,Humidity_LivingRoom,Temperature_Kitchen,Humidity_Kitchen,Temperature_Bedroom,Humidity_Bedroom,Outdoor_Temperature,Outdoor_Humidity,Windspeed,Light_Intensity,Energy_Consumption,Timestamp
37.97,0.95,60.27,82.16,62.99,78.61,79.99,85.1,26.67,87.13,391.47,2004-05-09 23:00:00
65.41,28.97,98.73,95.02,57.44,84.32,26.15,41.6,18.4,52.01,394.23,2004-05-10 00:00:00
49.6,21.28,67.28,11.78,6.17,38.49,40.98,31.97,25.79,33.88,182.39,2004-05-10 01:00:00
16.34,40.35,90.46,22.44,68.45,14.18,35.39,32.12,93.7,42.8,319.08,2004-05-10 02:00:00
69.05,60.25,14.1,93.95,34.59,4.48,30.04,33.56,9.27,62.0,231.87,2004-05-10 03:00:00
34.68,62.91,0.67,98.2,17.05,65.93,71.58,17.16,11.17,15.26,285.09,2004-05-10 04:00:00
24.68,16.82,67.4,42.08,53.78,4.73,86.12,17.06,36.02,7.19,259.03,2004-05-10 05:00:00
13.68,66.58,69.26,67.7,55.21,95.25,50.72,44.94,24.75,9.88,368.41,2004-05-10 06:00:00
54.82,31.49,52.4,20.61,83.82,99.97,32.24,84.23,87.3,99.61,408.81,2004-05-10 07:00:00
34.27,75.6,22.88,62.48,70.48,74.11,20.72,84.87,42.1,21.64,329.02,2004-05-10 08:00:00
54.25,86.34,96.71,74.82,0.56,13.47,7.63,10.12,38.3,33.85,241.83,2004-05-10 09:00:00
11.37,88.22,61.54,79.65,37.15,41.02,31.76,43.84,61.04,49.3,344.76,2004-05-10 10:00:00
83.79,90.01,46.97,23.97,94.52,73.5,64.01,74.54,7.6,6.76,364.73,2004-05-10 11:00:00
15.31,14.75,42.07,15.74,85.45,57.81,36.83,6.96,59.1,11.65,278.26,2004-05-10 12:00:00
74.32,80.28,54.4,14.96,78.69,30.78,22.27,47.06,92.26,29.74,296.88,2004-05-10 13:00:00
90.56,5.37,8.35,69.86,19.06,31.66,13.64,33.22,28.05,73.63,199.38,2004-05-10 14:00:00
70.2,95.49,72.44,69.48,69.42,88.3,29.62,30.01,74.12,22.87,401.5,2004-05-10 15:00:00
91.2,53.48,30.01,77.61,31.23,96.33,98.3,66.68,11.36,26.32,379.25,2004-05-10 16:00:00
51.54,85.14,18.49,10.44,7.45,50.7,88.47,4.24,21.23,69.33,266.93,2004-05-10 17:00:00
82.59,80.74,78.51,12.98,39.72,98.47,98.89,60.24,70.93,95.13,468.02,2004-05-10 18:00:00
44.99,13.69,66.89,96.01,69.72,80.33,42.27,9.65,16.89,98.27,386.54,2004-05-10 19:00:00
49.32,1.2,95.54,49.78,83.63,54.85,10.17,61.56,99.74,3.47,327.84,2004-05-10 20:00:00
84.18,23.55,39.39,37.27,89.88,50.45,44.72,81.8,4.89,8.65,304.86,2004-05-10 21:00:00
2.17,68.8,52.56,87.6,49.85,22.18,80.51,29.43,93.57,25.04,372.93,2004-05-10 22:00:00
16.77,49.33,5.05,3.64,49.6,21.51,0.94,29.61,47.74,39.43,159.05,2004-05-10 23:00:00
13.55,57.97,71.03,67.55,39.38,13.76,49.95,89.04,46.87,19.57,316.21,2004-05-11 00:00:00
9.31,94.39,74.3,31.3,29.54,89.52,17.76,53.5,71.35,39.64,336.8,2004-05-11 01:00:00
3.99,22.78,90.18,52.31,81.54,55.57,94.36,90.91,48.29,31.83,431.15,2004-05-11 02:00:00
60.17,67.49,49.84,82.23,18.33,33.44,68.64,24.67,43.98,96.37,330.06,2004-05-11 03:00:00
62.59,94.91,72.24,72.47,59.19,14.22,51.97,25.27,99.87,26.7,366.45,2004-05-11 04:00:00
23.07,62.39,51.09,2.14,12.95,81.1,48.37,14.6,46.52,25.31,260.19,2004-05-11 05:00:00
22.36,95.77,36.2,4.64,97.03,79.48,25.44,40.89,86.23,35.74,338.11,2004-05-11 06:00:00
56.74,53.49,40.13,63.95,47.33,2.12,81.44,11.32,46.41,57.99,283.63,2004-05-11 07:00:00
70.55,41.08,73.55,13.14,65.34,82.63,88.94,57.96,31.29,16.34,369.3,2004-05-11 08:00:00
34.56,54.0,19.63,95.25,89.71,3.3,56.2,78.93,24.54,52.39,326.65,2004-05-11 09:00:00
40.6,19.65,61.47,99.37,36.53,55.24,32.79,87.69,86.46,17.88,337.54,2004-05-11 10:00:00
89.99,15.15,9.54,65.29,38.59,53.07,65.26,5.28,29.3,46.09,257.87,2004-05-11 11:00:00
26.66,4.9,8.67,80.17,91.14,15.22,24.93,65.22,95.43,29.96,263.89,2004-05-11 12:00:00
85.52,50.6,95.66,13.63,97.37,44.1,95.29,45.87,53.01,80.48,413.13,2004-05-11 13:00:00
72.26,61.96,41.7,79.24,94.82,0.98,58.78,86.6,65.31,80.08,379.16,2004-05-11 14:00:00
89.51,75.1,71.7,96.47,86.37,81.54,8.64,23.9,55.68,70.96,396.81,2004-05-11 15:00:00
30.32,9.33,31.11,77.1,87.74,91.29,37.89,37.25,40.67,37.58,344.24,2004-05-11 16:00:00
66.62,35.83,2.03,43.9,22.42,2.88,47.08,20.6,45.27,27.77,178.82,2004-05-11 17:00:00
60.37,99.09,54.72,64.69,91.93,37.4,16.65,28.28,40.28,64.5,347.53,2004-05-11 18:00:00
0.46,85.34,7.61,90.07,94.94,99.01,80.95,14.19,70.62,20.33,438.26,2004-05-11 19:00:00
89.71,31.66,32.68,91.77,1.32,19.4,42.19,70.07,64.76,66.94,270.22,2004-05-11 20:00:00
88.0,12.1,52.22,72.55,63.61,44.83,1.71,6.05,11.89,34.32,214.63,2004-05-11 21:00:00
11.77,42.61,17.86,77.92,87.15,38.96,51.13,95.35,53.55,99.51,382.55,2004-05-11 22:00:00
14.21,86.22,49.72,2.27,97.22,96.5,38.33,95.41,14.1,68.01,384.23,2004-05-11 23:00:00
19.19,24.66,77.93,37.74,0.71,41.42,22.81,68.33,19.44,84.23,239.39,2004-05-12 00:00:00
26.71,39.3,29.8,64.39,10.12,47.81,33.45,88.41,7.34,82.97,264.07,2004-05-12 01:00:00
16.77,8.86,20.23,10.27,52.1,98.82,3.43,46.11,38.61,33.96,221.36,2004-05-12 02:00:00
33.19,89.5,1.9,77.49,25.29,38.33,42.01,30.47,9.36,11.43,246.64,2004-05-12 03:00:00
29.81,82.18,13.46,74.26,28.89,88.35,42.83,17.17,98.58,17.66,326.62,2004-05-12 04:00:00
56.76,56.93,37.28,95.15,84.39,82.98,97.42,45.71,9.72,76.55,441.76,2004-05-12 05:00:00
38.08,19.03,48.32,92.57,17.14,84.87,41.82,13.68,84.84,96.96,358.13,2004-05-12 06:00:00
29.13,30.35,39.05,81.41,1.04,22.4,70.59,40.56,33.03,87.23,283.08,2004-05-12 07:00:00
91.73,94.8,27.26,91.25,73.7,15.42,61.03,2.63,70.84,73.36,361.46,2004-05-12 08:00:00
78.93,17.25,62.82,17.89,94.67,67.5,9.53,18.7,66.35,47.67,278.63,2004-05-12 09:00:00
73.63,28.08,65.79,17.7,54.37,95.78,62.82,5.0,98.88,15.69,332.64,2004-05-12 10:00:00
71.81,53.25,29.44,17.73,17.77,85.84,87.29,46.51,10.36,88.42,328.8,2004-05-12 11:00:00
48.7,43.88,40.74,36.5,52.6,60.45,46.64,89.66,31.77,57.83,309.24,2004-05-12 12:00:00
30.0,75.34,10.21,18.87,80.12,18.32,62.57,97.02,52.29,18.74,296.54,2004-05-12 13:00:00
32.07,82.35,35.17,72.35,77.74,50.12,78.32,31.69,51.62,68.66,375.72,2004-05-12 14:00:00
16.81,27.36,65.2,65.54,49.33,79.56,48.21,88.13,73.59,31.47,370.27,2004-05-12 15:00:00
39.53,66.77,89.45,17.87,51.47,11.88,27.95,68.6,7.77,66.24,262.08,2004-05-12 16:00:00
90.08,96.94,21.66,74.89,92.64,9.14,41.4,91.94,20.28,93.38,344.81,2004-05-12 17:00:00
52.72,9.99,44.99,32.63,28.22,54.15,48.36,48.2,8.81,80.23,243.55,2004-05-12 18:00:00
48.14,82.09,82.46,31.71,0.43,91.12,76.07,10.73,70.17,2.0,344.21,2004-05-12 19:00:00
2.78,52.58,9.6,96.43,89.38,64.98,6.37,32.48,37.17,48.09,305.52,2004-05-12 20:00:00
16.89,57.75,43.58,94.73,93.62,56.55,64.43,13.78,22.33,90.07,395.35,2004-05-12 21:00:00
69.92,18.94,57.02,93.48,34.52,18.58,94.2,46.13,41.72,26.76,315.04,2004-05-12 22:00:00
89.16,84.56,40.3,3.06,44.67,18.09,14.27,39.31,9.91,95.75,236.51,2004-05-12 23:00:00
4.75,40.14,16.27,68.88,7.88,54.68,77.31,95.01,69.85,9.95,305.1,2004-05-13 00:00:00
8.85,73.16,21.53,44.72,97.66,81.99,84.66,86.08,61.95,74.39,440.59,2004-05-13 01:00:00
35.9,99.84,27.96,59.0,28.21,11.21,56.76,35.33,58.32,55.87,297.12,2004-05-13 02:00:00
54.23,12.33,44.02,81.2,31.51,44.38,49.38,86.27,65.56,10.02,300.51,2004-05-13 03:00:00
86.52,83.21,75.36,46.61,75.75,47.87,73.66,88.01,89.05,45.46,429.55,2004-05-13 04:00:00
85.93,10.15,10.18,54.83,65.18,15.3,47.22,9.44,60.21,85.51,257.95,2004-05-13 05:00:00
73.76,37.83,99.38,66.29,81.52,66.97,98.94,82.14,51.94,36.69,483.94,2004-05-13 06:00:00
68.22,59.02,62.94,34.3,42.87,55.81,83.93,76.29,11.87,24.56,336.23,2004-05-13 07:00:00
2.67,0.8,22.44,79.93,90.47,39.18,56.32,70.61,95.29,91.29,376.45,2004-05-13 08:00:00
5.72,24.82,4.91,61.65,71.05,30.83,85.39,45.28,99.84,0.04,320.58,2004-05-13 09:00:00
10.95,30.18,2.55,78.23,5.28,74.9,5.26,25.27,84.13,95.11,264.09,2004-05-13 10:00:00
41.45,96.99,62.69,41.58,80.28,29.53,26.58,65.65,39.05,13.59,327.03,2004-05-13 11:00:00
6.7,78.78,67.59,41.18,89.62,41.09,71.03,90.91,84.07,51.11,420.34,2004-05-13 12:00:00
68.06,41.37,64.72,25.76,43.47,20.95,3.82,58.85,86.44,2.56,206.17,2004-05-13 13:00:00
19.6,46.02,66.59,17.12,5.67,51.9,81.87,3.52,34.94,66.35,269.98,2004-05-13 14:00:00
13.07,23.59,53.55,95.32,28.73,48.75,39.99,89.74,7.19,56.61,315.92,2004-05-13 15:00:00
84.61,98.81,69.87,37.99,41.18,35.17,60.36,73.94,81.95,41.66,386.97,2004-05-13 16:00:00
71.67,91.62,92.08,70.4,63.69,53.15,18.32,12.36,48.57,15.94,339.14,2004-05-13 17:00:00
57.7,64.57,52.56,3.64,5.77,11.33,15.36,98.99,34.45,29.2,205.67,2004-05-13 18:00:00
5.23,63.53,65.22,17.54,91.92,80.05,23.03,48.58,45.84,34.85,330.56,2004-05-13 19:00:00
81.76,10.93,41.53,42.8,46.87,86.13,21.82,10.29,61.78,17.38,262.84,2004-05-13 20:00:00
7.49,42.66,21.96,36.12,25.97,9.26,56.03,2.7,96.64,34.13,223.24,2004-05-13 21:00:00
69.52,81.04,27.91,74.87,83.24,24.13,99.25,2.07,21.7,78.0,378.9,2004-05-13 22:00:00
19.41,69.83,85.55,95.92,47.42,97.11,41.16,21.81,51.39,64.98,432.04,2004-05-13 23:00:00
45.8,56.7,41.64,52.48,95.26,49.98,25.32,75.87,33.76,81.62,351.37,2004-05-14 00:00:00
5.68,33.22,9.44,8.53,65.84,38.53,87.15,51.64,29.53,72.09,310.0,2004-05-14 01:00:00
62.4,79.96,64.36,16.7,67.03,39.15,46.31,92.16,36.0,61.2,345.18,2004-05-14 02:00:00
36.35,9.47,45.35,59.71,40.75,39.07,82.04,2.97,29.56,81.18,293.86,2004-05-14 03:00:00
92.05,41.23,88.88,19.89,22.14,84.62,90.33,22.28,5.93,9.03,342.49,2004-05-14 04:00:00
26.14,76.14,51.0,45.56,58.41,89.02,9.04,69.47,92.68,21.34,354.94,2004-05-14 05:00:00
83.78,69.8,1.45,23.16,60.58,50.24,52.79,23.19,67.5,26.64,287.49,2004-05-14 06:00:00
38.94,36.89,67.2,9.03,20.55,20.05,10.84,20.76,60.71,73.22,191.64,2004-05-14 07:00:00
66.03,47.52,5.24,95.9,16.81,66.84,91.29,69.78,21.8,31.58,337.2,2004-05-14 08:00:00
3.02,61.28,61.3,72.55,1.1,81.78,73.87,14.09,34.76,63.85,347.02,2004-05-14 09:00:00
49.58,11.51,8.73,78.15,15.6,17.21,83.09,61.21,60.47,47.93,263.59,2004-05-14 10:00:00
56.9,60.18,96.78,22.3,21.46,5.72,65.82,54.9,11.12,36.45,270.73,2004-05-14 11:00:00
17.87,33.15,95.13,68.33,0.76,25.25,1.04,71.49,46.94,99.4,289.0,2004-05-14 12:00:00
73.36,51.79,80.47,70.48,24.38,53.03,55.6,45.12,17.92,22.34,318.41,2004-05-14 13:00:00
28.1,1.03,91.69,68.61,68.96,57.23,68.93,98.19,38.52,71.25,420.05,2004-05-14 14:00:00
35.95,85.43,85.8,90.23,0.55,29.82,13.39,45.4,49.54,25.59,276.94,2004-05-14 15:00:00
72.34,26.98,85.39,17.77,36.72,62.22,60.53,7.8,84.63,59.81,333.23,2004-05-14 16:00:00
86.99,86.76,54.59,91.08,84.84,95.81,85.05,82.12,46.94,21.2,492.79,2004-05-14 17:00:00
91.07,72.25,28.17,34.1,68.61,47.78,8.15,14.14,74.56,32.86,245.46,2004-05-14 18:00:00
50.76,76.66,75.12,16.7,9.84,59.12,74.16,14.9,37.2,87.03,334.15,2004-05-14 19:00:00
94.42,45.41,7.95,25.77,23.3,23.9,49.39,58.32,12.25,88.94,223.14,2004-05-14 20:00:00
62.0,59.73,98.73,62.81,92.9,28.63,24.01,51.65,50.86,22.65,358.03,2004-05-14 21:00:00
69.97,2.96,69.06,45.72,68.9,47.71,97.73,33.47,98.26,6.5,376.64,2004-05-14 22:00:00
68.38,45.42,82.21,78.96,80.02,9.47,82.24,21.4,2.57,21.77,338.78,2004-05-14 23:00:00
47.93,74.21,21.86,11.3,64.6,98.39,60.09,69.11,56.12,78.23,376.0,2004-05-15 00:00:00
97.58,54.41,41.68,86.03,96.97,12.92,57.82,79.25,53.33,40.92,353.72,2004-05-15 01:00:00
65.52,27.01,34.91,99.23,63.65,87.29,80.78,65.23,84.07,28.72,425.83,2004-05-15 02:00:00
63.71,59.06,62.24,16.86,27.72,28.67,60.19,97.25,95.41,22.72,326.44,2004-05-15 03:00:00
30.48,3.61,39.88,83.47,91.58,23.65,26.58,22.08,35.01,80.48,262.02,2004-05-15 04:00:00
64.69,78.59,58.3,25.77,22.8,0.9,78.1,84.71,76.83,7.44,303.24,2004-05-15 05:00:00
76.22,4.58,10.56,44.05,47.61,81.61,67.95,15.33,22.61,28.57,275.72,2004-05-15 06:00:00
12.37,28.76,72.86,24.14,83.54,46.95,32.29,41.24,70.95,51.68,320.2,2004-05-15 07:00:00
0.73,92.23,6.6,93.86,2.82,77.1,53.47,50.57,7.28,23.87,304.53,2004-05-15 08:00:00
77.75,89.13,52.91,35.33,5.99,68.22,27.84,5.5,66.59,48.57,297.73,2004-05-15 09:00:00
1.2,11.09,69.92,6.37,86.6,31.13,8.87,75.98,52.44,30.66,247.56,2004-05-15 10:00:00
40.61,2.14,66.27,36.58,71.4,62.82,65.13,79.29,63.12,41.87,357.14,2004-05-15 11:00:00
38.99,11.96,77.94,76.11,24.63,86.27,58.9,47.87,1.75,38.27,333.6,2004-05-15 12:00:00
64.07,8.97,45.96,99.34,71.65,54.69,53.3,4.38,95.73,92.82,400.54,2004-05-15 13:00:00
68.24,9.9,20.78,18.39,51.96,20.78,69.58,54.52,1.77,74.41,234.73,2004-05-15 14:00:00
18.88,82.49,35.5,33.86,1.18,98.77,61.2,42.27,9.66,69.91,321.05,2004-05-15 15:00:00
28.27,98.83,95.05,73.53,97.11,10.56,27.99,25.32,7.2,97.22,383.36,2004-05-15 16:00:00
6.0,85.67,76.82,37.59,1.88,0.61,20.4,49.39,45.79,58.53,240.67,2004-05-15 17:00:00
77.2,37.74,16.04,80.0,33.27,28.69,76.43,93.41,91.5,13.74,326.8,2004-05-15 18:00:00
50.32,9.29,96.1,21.52,19.74,88.89,96.79,69.76,12.1,48.59,347.79,2004-05-15 19:00:00
81.66,57.25,13.26,17.19,86.41,52.7,70.58,37.31,53.25,97.71,343.68,2004-05-15 20:00:00
32.97,67.48,17.25,12.17,78.36,84.41,66.83,15.82,24.06,91.12,347.32,2004-05-15 21:00:00
28.87,81.89,28.59,93.95,91.45,4.33,77.04,16.95,21.53,45.98,344.1,2004-05-15 22:00:00
57.63,32.58,57.54,17.07,2.23,57.12,51.74,68.97,64.98,89.75,295.69,2004-05-15 23:00:00
45.95,0.84,63.07,67.51,52.15,68.93,32.36,14.88,66.46,24.52,307.68,2004-05-16 00:00:00
45.63,49.16,47.72,59.84,2.95,98.97,71.63,42.54,19.13,8.02,339.24,2004-05-16 01:00:00
67.22,31.7,22.95,38.0,59.29,67.17,64.52,86.33,21.88,63.67,329.17,2004-05-16 02:00:00
10.11,54.79,58.4,21.62,39.17,82.72,14.84,43.45,93.27,50.41,320.92,2004-05-16 03:00:00
72.51,82.69,20.38,21.82,75.86,75.33,6.02,32.25,39.85,82.9,302.26,2004-05-16 04:00:00
42.19,92.59,99.66,78.07,66.64,39.19,6.7,57.31,36.17,35.09,345.25,2004-05-16 05:00:00
68.77,46.36,75.21,39.82,15.09,46.13,95.1,80.15,20.57,39.13,334.64,2004-05-16 06:00:00
92.78,12.37,25.4,26.22,57.09,41.07,7.99,62.92,9.91,60.64,212.95,2004-05-16 07:00:00
50.7,49.37,6.75,63.92,43.13,41.11,59.65,60.62,1.5,12.52,253.74,2004-05-16 08:00:00
23.65,67.8,57.67,75.76,74.06,85.32,37.68,34.51,83.1,23.76,397.11,2004-05-16 09:00:00
46.12,19.43,91.38,40.78,21.25,69.2,24.46,94.35,36.76,66.46,301.73,2004-05-16 10:00:00
34.52,80.72,89.69,78.79,84.85,10.19,92.41,62.43,86.92,68.44,453.33,2004-05-16 11:00:00
20.18,60.96,9.09,69.57,40.9,15.17,97.92,90.11,89.35,78.88,349.22,2004-05-16 12:00:00
69.2,65.51,10.61,90.06,88.11,74.79,92.73,55.31,44.76,96.79,456.29,2004-05-16 13:00:00
46.41,64.13,37.31,63.63,72.01,62.47,51.46,30.01,64.38,90.84,381.68,2004-05-16 14:00:00
0.69,13.39,11.98,92.32,66.27,95.18,58.28,46.17,79.23,16.09,359.66,2004-05-16 15:00:00
38.13,46.63,29.85,37.13,7.81,19.8,33.55,79.59,18.25,34.66,185.5,2004-05-16 16:00:00
6.49,55.71,61.13,86.55,81.91,28.54,13.7,15.61,96.9,67.32,345.28,2004-05-16 17:00:00
4.26,13.68,48.58,20.78,80.37,57.32,61.26,46.28,25.61,58.94,323.24,2004-05-16 18:00:00
71.7,37.09,50.49,83.97,14.87,54.52,34.84,70.28,1.88,67.05,289.49,2004-05-16 19:00:00
10.29,6.48,72.46,64.03,89.49,51.97,53.0,70.7,32.34,3.69,338.1,2004-05-16 20:00:00
23.0,23.8,33.57,94.35,80.48,93.6,99.86,43.38,22.71,56.0,432.01,2004-05-16 21:00:00
88.11,46.57,50.54,13.44,42.05,38.7,35.17,88.73,5.93,97.21,264.72,2004-05-16 22:00:00
0.82,94.56,54.8,70.24,18.71,65.42,88.2,13.95,12.71,30.4,332.72,2004-05-16 23:00:00
16.17,11.06,67.83,21.38,66.7,86.19,65.2,11.94,57.36,39.36,322.42,2004-05-17 00:00:00
34.34,31.85,92.94,74.25,13.38,47.6,31.82,97.79,97.8,31.95,350.6,2004-05-17 01:00:00
35.21,59.94,47.93,21.31,66.04,33.41,65.37,38.37,70.02,66.78,341.71,2004-05-17 02:00:00
50.88,70.47,46.1,11.61,18.21,24.6,6.32,71.14,36.74,9.35,205.92,2004-05-17 03:00:00
82.0,68.37,45.22,24.74,15.17,45.84,88.52,18.84,56.87,96.17,329.32,2004-05-17 04:00:00
63.71,44.0,71.64,82.46,59.05,87.18,51.46,83.0,95.2,50.12,454.31,2004-05-17 05:00:00
60.5,60.95,78.14,82.3,2.72,73.34,78.38,70.04,71.37,4.14,380.03,2004-05-17 06:00:00
44.2,81.82,93.4,22.95,57.92,80.43,75.24,61.89,1.87,72.39,395.66,2004-05-17 07:00:00
77.32,72.28,76.58,43.09,99.38,77.08,57.87,93.42,90.82,81.46,474.02,2004-05-17 08:00:00
56.37,52.71,32.87,25.09,51.24,57.78,24.45,92.26,55.73,52.65,291.81,2004-05-17 09:00:00
43.56,5.81,88.24,31.7,64.25,60.74,58.45,52.57,18.14,28.06,316.94,2004-05-17 10:00:00
52.42,78.93,43.2,20.39,8.79,66.3,42.33,12.54,67.45,20.76,263.04,2004-05-17 11:00:00
50.9,30.62,93.17,22.83,41.99,95.95,31.87,64.46,31.67,11.07,328.24,2004-05-17 12:00:00
62.75,91.6,45.26,62.62,60.89,41.51,61.49,25.93,37.8,44.23,344.61,2004-05-17 13:00:00
86.4,34.83,63.51,21.34,25.26,64.84,76.23,46.21,33.51,91.03,344.52,2004-05-17 14:00:00
13.58,72.07,69.02,69.02,93.54,72.82,30.16,35.34,39.11,3.08,359.94,2004-05-17 15:00:00
91.35,7.36,69.98,73.02,84.37,55.34,72.53,30.27,74.56,34.34,382.32,2004-05-17 16:00:00
90.28,16.34,31.58,49.88,77.59,74.88,21.07,14.42,30.4,48.38,300.2,2004-05-17 17:00:00
53.9,42.91,66.31,42.76,94.63,26.1,62.74,61.14,28.16,41.17,320.95,2004-05-17 18:00:00
36.55,17.25,47.73,38.67,17.83,44.99,42.18,13.14,13.12,64.75,249.91,2004-05-17 19:00:00
70.66,94.12,8.7,11.79,5.18,53.22,62.27,40.35,79.79,68.67,290.31,2004-05-17 20:00:00
98.58,13.79,5.83,27.48,1.91,93.26,30.4,55.24,31.81,24.58,245.09,2004-05-17 21:00:00
15.24,32.04,61.54,97.16,55.81,53.27,3.53,84.01,4.48,90.62,341.21,2004-05-17 22:00:00
53.87,16.85,45.17,99.5,30.51,26.95,11.8,59.71,8.92,76.6,254.44,2004-05-17 23:00:00
91.92,93.19,10.79,55.83,9.71,57.2,81.5,53.78,87.21,80.17,350.66,2004-05-18 00:00:00
27.65,63.01,0.74,39.6,23.8,93.71,40.54,65.41,73.2,77.32,339.42,2004-05-18 01:00:00
73.58,28.92,68.61,54.9,59.74,0.08,25.83,93.07,29.01,43.8,252.7,2004-05-18 02:00:00
18.67,13.86,20.87,55.36,91.9,32.62,32.34,56.41,35.67,91.04,300.7,2004-05-18 03:00:00
37.78,49.04,53.34,78.21,56.39,23.92,12.4,93.78,80.16,2.3,287.19,2004-05-18 04:00:00
82.15,59.06,51.89,1.22,78.09,19.81,72.8,1.59,79.64,2.3,291.38,2004-05-18 05:00:00
23.59,26.83,15.75,48.11,28.37,99.33,58.0,56.65,22.09,40.87,284.14,2004-05-18 06:00:00
12.4,76.25,33.12,75.2,37.17,98.88,17.11,0.15,59.48,95.3,359.61,2004-05-18 07:00:00
64.71,8.57,54.05,90.95,0.65,16.69,81.46,89.39,70.72,99.16,346.74,2004-05-18 08:00:00
9.02,54.57,68.5,70.26,79.35,91.76,36.16,4.3,36.24,67.16,389.07,2004-05-18 09:00:00
21.35,81.0,21.98,1.01,50.81,72.65,34.97,74.89,43.84,17.17,280.93,2004-05-18 10:00:00
9.06,71.06,38.57,91.28,54.03,34.84,34.9,13.14,59.38,58.22,323.31,2004-05-18 11:00:00
80.0,20.12,29.08,9.72,29.53,42.81,96.4,65.31,78.29,32.55,285.42,2004-05-18 12:00:00
14.45,25.67,25.65,58.31,34.15,85.74,98.85,34.33,70.51,65.75,362.12,2004-05-18 13:00:00
19.45,91.8,19.94,73.7,34.76,36.71,45.54,86.45,14.03,5.46,281.8,2004-05-18 14:00:00
40.2,5.56,68.76,76.03,85.47,74.38,91.64,74.83,93.61,19.31,462.43,2004-05-18 15:00:00
49.99,99.39,68.16,87.86,3.04,87.18,69.77,17.08,2.57,25.99,367.67,2004-05-18 16:00:00
91.58,66.81,91.95,44.62,93.66,46.3,20.43,15.14,99.38,33.39,362.72,2004-05-18 17:00:00
16.01,0.84,28.56,88.91,53.4,63.24,92.24,51.28,83.83,32.38,377.45,2004-05-18 18:00:00
97.71,7.88,72.48,66.06,19.17,38.88,31.28,9.45,58.48,99.37,284.94,2004-05-18 19:00:00
55.96,54.53,4.03,13.92,51.32,98.52,87.66,34.02,54.3,55.27,336.63,2004-05-18 20:00:00
68.54,68.78,78.98,2.5,94.37,7.01,47.62,91.96,48.77,6.36,320.94,2004-05-18 21:00:00
22.92,57.87,8.79,42.37,32.91,81.52,11.01,68.28,40.66,58.78,278.14,2004-05-18 22:00:00
20.55,60.97,67.4,7.02,82.43,86.13,6.36,60.32,59.4,1.25,311.05,2004-05-18 23:00:00
34.23,96.89,55.55,93.32,67.56,2.84,7.77,72.22,55.46,12.72,320.69,2004-05-19 00:00:00
61.41,81.03,75.3,24.62,25.82,96.78,88.74,31.83,82.41,16.17,402.95,2004-05-19 01:00:00
19.68,18.12,8.77,85.47,57.88,25.9,84.87,80.26,10.1,64.41,315.01,2004-05-19 02:00:00
72.18,71.58,72.31,16.95,31.51,84.42,89.84,27.92,2.3,85.98,353.78,2004-05-19 03:00:00
37.71,32.95,34.7,41.57,37.83,56.64,7.89,97.15,93.65,93.44,322.79,2004-05-19 04:00:00
87.93,66.03,22.11,4.95,9.93,32.4,50.39,99.33,43.54,52.46,229.68,2004-05-19 05:00:00
69.52,18.07,93.28,52.9,27.63,93.51,62.55,48.37,58.02,74.83,395.38,2004-05-19 06:00:00
15.45,86.48,95.95,56.7,68.23,85.98,37.48,99.28,68.05,42.4,449.51,2004-05-19 07:00:00
67.73,52.17,11.16,79.59,56.44,79.58,15.49,53.84,76.66,98.83,350.39,2004-05-19 08:00:00
88.44,86.43,24.75,83.8,16.93,19.81,11.01,85.76,10.83,13.81,221.73,2004-05-19 09:00:00
24.59,57.27,88.02,41.82,54.63,16.65,26.59,13.39,40.99,59.03,282.86,2004-05-19 10:00:00
28.4,84.6,98.12,12.02,1.79,78.98,19.06,35.31,39.42,91.66,323.06,2004-05-19 11:00:00
65.88,4.06,1.48,19.96,31.82,48.45,83.78,31.48,37.65,32.93,222.39,2004-05-19 12:00:00
0.9,95.52,13.9,28.77,12.93,49.05,93.22,10.07,44.09,2.24,262.44,2004-05-19 13:00:00
77.09,64.12,69.97,47.23,90.76,40.96,51.41,69.53,52.06,18.93,354.92,2004-05-19 14:00:00
31.71,9.23,43.26,60.94,11.85,63.06,89.29,33.77,22.2,89.3,302.49,2004-05-19 15:00:00
69.19,10.54,40.81,67.41,57.44,61.85,56.71,79.81,32.04,70.85,342.89,2004-05-19 16:00:00
99.11,39.0,79.1,24.61,28.19,93.49,2.59,21.74,48.29,40.18,275.31,2004-05-19 17:00:00
62.92,19.27,7.05,36.93,52.44,56.2,60.15,54.87,24.58,76.45,287.95,2004-05-19 18:00:00
8.78,19.84,73.94,27.97,49.35,32.72,50.7,34.67,99.42,35.75,305.21,2004-05-19 19:00:00
62.7,88.83,63.79,56.59,56.92,49.65,80.76,5.04,88.51,58.63,409.0,2004-05-19 20:00:00
84.89,1.04,86.93,12.01,72.12,41.65,68.11,62.82,16.34,51.46,306.61,2004-05-19 21:00:00
27.72,56.04,73.8,8.13,51.58,61.76,29.54,95.3,52.03,18.25,316.85,2004-05-19 22:00:00
10.78,54.17,37.52,19.25,3.07,56.66,59.86,14.18,60.17,95.2,268.73,2004-05-19 23:00:00
97.83,88.85,80.71,20.94,15.64,44.49,61.96,85.07,23.2,47.96,336.36,2004-05-20 00:00:00
64.74,44.56,45.42,22.51,98.67,47.52,53.27,21.86,51.41,25.53,318.76,2004-05-20 01:00:00
